Trial_No,Feed_Rate,Depth_of_Cut,Cutting_Speed,Flank_Wear
1691.0,1.2,1.6,1435,1.428013
1698.0,0.5,1.1,523,0.286513
1704.0,0.5,1.5,885,0.404513
1705.0,0.6,1.75,1020,0.620263
1707.0,0.3,1.6,1482,0.150013
1708.0,0.4,1.7,542,0.321513
1709.0,0.5,1.75,551,0.478263
1710.0,0.6,1.8,370,0.635013
1711.0,0.5,1.85,1359,0.507763
1712.0,0.6,1.9,1124,0.664513
1713.0,0.8,0.25,542,0.461763
1714.0,0.7,0.3,294,0.334513
1715.0,0.9,0.35,441,0.633263
1716.0,1.0,0.4,505,0.790013
1717.0,1.1,0.45,326,0.946763
1718.0,1.1,0.5,275,0.961513
1719.0,1.1,0.75,1461,1.035263
1720.0,0.5,0.8,275,0.198013
1721.0,0.4,0.85,1261,0.070763
1722.0,0.5,0.9,673,0.227513
1723.0,0.6,0.7,267,0.310513
1724.0,0.8,0.95,1224,0.668263
1725.0,0.9,1.0,1477,0.825013
1726.0,1.1,1.05,1486,1.123763
1727.0,1.0,1.1,1324,0.996513
1728.0,0.5,1.2,1347,0.316013
1729.0,0.6,2.0,365,0.694013
1730.0,0.4,1.25,1251,0.188763
1731.0,1.3,1.3,766,1.481513
1735.0,0.5,1.1,761,0.286513
1740.0,0.9,1.4,903,0.943013
1741.0,0.7,1.5,1192,0.688513
1742.0,0.95,1.75,1033,1.117263
1743.0,1.0,0.5,703,0.819513
1744.0,0.85,1.05,1311,0.768763
1745.0,0.9,1.1,488,0.854513
1746.0,0.7,1.2,1098,0.600013
1747.0,0.95,2.0,1303,1.191013
1748.0,1.0,1.25,1163,1.040763
1749.0,1.05,1.3,387,1.126513
1750.0,1.1,1.4,1280,1.227013
1751.0,1.2,1.5,1085,1.398513
1753.0,1.25,0.5,1288,1.174513
1754.0,1.3,0.7,1417,1.304513
1755.0,1.4,0.8,1035,1.476013
1758.0,0.5,0.85,779,0.212763
1759.0,0.95,0.9,1325,0.866513
1760.0,1.0,0.7,1181,0.878513
1761.0,0.85,0.95,540,0.739263
1762.0,0.9,1.0,1500,0.825013
1763.0,0.7,1.05,264,0.555763
1764.0,0.95,1.1,864,0.925513
1765.0,1.0,1.2,1407,1.026013
1766.0,1.05,2.0,864,1.333013
1767.0,1.1,1.25,1459,1.182763
1768.0,1.2,1.3,383,1.339513
1770.0,1.25,1.5,730,1.469513
1775.0,0.5,1.2,854,0.316013
1781.0,0.5,1.75,948,0.478263
1782.0,0.6,0.5,426,0.251513
1783.0,0.4,1.05,1475,0.129763
1784.0,0.3,1.1,859,0.002513
1785.0,0.4,1.2,427,0.174013
1786.0,0.5,2.0,305,0.552013
1787.0,0.6,1.25,1141,0.472763
1788.0,0.5,1.3,1391,0.345513
1789.0,0.6,1.4,1130,0.517013
1790.0,0.8,1.5,761,0.830513
1791.0,0.7,1.75,1105,0.762263
1792.0,0.9,0.5,817,0.677513
1793.0,0.7,0.7,927,0.452513
1794.0,0.95,0.8,1326,0.837013
1795.0,1.0,0.75,1130,0.893263
1796.0,0.85,0.8,667,0.695013
1797.0,0.9,0.85,1122,0.780763
1798.0,0.7,0.9,386,0.511513
1799.0,0.95,0.7,1466,0.807513
1800.0,1.0,0.95,1147,0.952263
1801.0,1.05,1.0,552,1.038013
1802.0,1.1,0.8,459,1.050013
1803.0,1.2,0.85,315,1.206763
1805.0,1.25,0.7,1352,1.233513
1806.0,1.3,0.95,816,1.378263
1810.0,0.5,1.2,1374,0.316013
1817.0,0.4,1.5,588,0.262513
1818.0,0.5,1.05,825,0.271763
1819.0,0.6,1.1,1237,0.428513
1820.0,0.5,1.2,812,0.316013
1821.0,0.6,2.0,1411,0.694013
1822.0,0.8,1.25,936,0.756763
1823.0,0.7,1.3,929,0.629513
1824.0,0.9,1.4,821,0.943013
1825.0,1.0,1.5,1094,1.114513
1826.0,1.1,1.75,594,1.330263
1827.0,1.1,0.5,693,0.961513
1828.0,1.1,1.05,493,1.123763
1829.0,0.5,1.1,695,0.286513
1830.0,0.4,1.25,654,0.188763
1831.0,0.5,1.3,836,0.345513
1832.0,0.6,1.4,1309,0.517013
1833.0,0.8,1.5,966,0.830513
1834.0,0.9,1.75,716,1.046263
1835.0,1.1,0.5,1148,0.961513
1836.0,1.0,1.05,305,0.981763
1837.0,0.5,1.1,855,0.286513
1838.0,0.6,1.2,1402,0.458013
1839.0,0.4,2.0,1070,0.410013
1840.0,1.3,1.25,597,1.466763
1844.0,0.5,1.75,1496,0.478263
1849.0,0.9,0.3,1143,0.618513
1850.0,0.7,0.35,927,0.349263
1851.0,0.95,0.4,1118,0.719013
1852.0,1.0,0.45,1436,0.804763
1853.0,0.85,0.5,1191,0.606513
1854.0,0.9,0.75,733,0.751263
1855.0,0.7,0.8,1473,0.482013
1856.0,0.95,0.85,541,0.851763
1857.0,1.0,0.9,566,0.937513
1858.0,1.05,0.7,1131,0.949513
1859.0,1.1,0.95,841,1.094263
1860.0,1.2,1.0,1434,1.251013
1862.0,1.25,1.1,784,1.351513
1863.0,1.3,1.2,638,1.452013
1867.0,0.5,1.4,731,0.375013
1868.0,0.95,1.5,366,1.043513
1869.0,1.0,1.05,664,0.981763
1870.0,0.85,1.1,274,0.783513
1871.0,0.9,1.2,277,0.884013
1872.0,0.7,2.0,674,0.836013
1873.0,0.95,1.25,927,0.969763
1874.0,1.0,1.3,1369,1.055513
1875.0,1.05,1.4,1388,1.156013
1876.0,1.1,1.5,1221,1.256513
1877.0,1.2,1.75,905,1.472263
1879.0,1.25,1.3,1298,1.410513
1884.0,0.5,1.05,1103,0.271763
1890.0,0.5,1.4,1461,0.375013
1891.0,0.6,1.5,1188,0.546513
1892.0,0.4,1.75,1464,0.336263
1893.0,0.3,0.5,768,0.12321
1894.0,0.4,1.05,344,0.129763
1895.0,0.5,1.1,501,0.286513
1896.0,0.6,1.25,1487,0.472763
1897.0,0.5,1.3,294,0.345513
1898.0,0.6,1.4,978,0.517013
1899.0,0.8,1.5,381,0.830513
1900.0,0.7,1.75,1120,0.762263
1901.0,0.9,0.5,1338,0.677513
1902.0,0.7,1.05,806,0.555763
1903.0,0.95,1.1,1306,0.925513
1904.0,1.0,1.2,499,1.026013
1905.0,0.85,2.0,845,1.049013
1906.0,0.9,1.25,663,0.898763
1907.0,0.7,1.3,373,0.629513
1908.0,0.95,1.4,551,1.014013
1909.0,1.0,1.7,1009,1.173513
1910.0,1.05,1.75,1112,1.259263
1911.0,1.1,1.8,548,1.345013
1914.0,1.25,0.25,1243,1.100763
1915.0,1.3,0.3,430,1.186513
1916.0,1.4,0.35,1349,1.343263
1919.0,0.5,0.5,1482,0.109513
1926.0,1.05,1.0,965,1.038013
1927.0,1.1,1.05,310,1.123763
1930.0,0.5,2.0,264,0.552013
1931.0,0.5,1.25,1341,0.330763
1938.0,1.05,2.0,1432,1.333013
1939.0,1.1,1.25,404,1.182763
1941.0,1.0,1.4,899,1.085013
1942.0,0.85,1.5,869,0.901513
1943.0,0.9,1.75,1377,1.046263
1944.0,0.7,0.25,723,0.319763
1945.0,0.95,0.3,620,0.689513
1946.0,1.0,0.35,1056,0.775263
1947.0,1.05,0.4,786,0.861013
1948.0,1.1,0.45,1494,0.946763
1949.0,1.2,0.5,461,1.103513
1951.0,1.25,0.8,706,1.263013
1952.0,1.3,0.85,1418,1.348763
1956.0,0.5,1.0,558,0.257013
1960.0,0.3,2.0,781,0.268013
1961.0,0.4,1.25,579,0.188763
1962.0,0.5,1.3,754,0.345513
1963.0,0.6,1.4,344,0.517013
1964.0,0.5,1.5,959,0.404513
1965.0,0.6,1.05,475,0.413763
1966.0,0.8,1.1,823,0.712513
1967.0,0.7,1.2,280,0.600013
1968.0,0.9,2.0,420,1.120013
1969.0,1.0,1.25,586,1.040763
1970.0,1.1,1.3,1143,1.197513
1971.0,1.1,1.4,411,1.227013
1972.0,1.1,1.5,774,1.256513
1973.0,0.5,1.75,1287,0.478263
1974.0,0.4,1.25,288,0.188763
1975.0,0.5,1.3,1149,0.345513
1976.0,0.6,1.4,789,0.517013
1977.0,0.8,1.5,834,0.830513
1978.0,0.9,0.45,719,0.662763
1979.0,1.1,0.5,282,0.961513
1980.0,1.0,0.75,668,0.893263
1981.0,0.5,0.8,888,0.198013
1982.0,0.6,0.85,323,0.354763
1983.0,0.4,0.9,1439,0.085513
1984.0,1.3,0.7,936,1.304513
1988.0,0.5,1.1,737,0.286513
1993.0,0.9,1.4,673,0.943013
1994.0,0.7,1.5,1436,0.662763
1995.0,0.9,0.45,719,0.662763
1996.0,1.1,0.5,282,0.961513
1997.0,1.0,0.75,668,0.893263
1998.0,0.5,0.8,888,0.198013
1999.0,0.6,0.85,323,0.354763
1999.0,0.5,0.8,888,0.198013
